Target Author,Citing Paper,Number of Authors,Overcite Count
22954842600,2-s2.0-84978943536,4,2
22954842600,2-s2.0-84979031544,2,2
22954842600,2-s2.0-84979236466,2,2
22954842600,2-s2.0-84979238831,2,2
22954842600,2-s2.0-84979645333,2,2
22954842600,2-s2.0-84979690310,3,2
22954842600,2-s2.0-84979753484,3,2
22954842600,2-s2.0-84979753679,3,2
22954842600,2-s2.0-84979763362,6,2
22954842600,2-s2.0-84979835733,2,2
22954842600,2-s2.0-84981165713,4,2
22954842600,2-s2.0-84981275205,6,2
22954842600,2-s2.0-84981313947,5,2
22954842600,2-s2.0-84982256680,3,2
22954842600,2-s2.0-84982262048,5,2
22954842600,2-s2.0-84982728756,8,2
22954842600,2-s2.0-84982839114,4,2
22954842600,2-s2.0-84983238444,2,2
22954842600,2-s2.0-84983337925,6,2
22954842600,2-s2.0-84983470006,2,2
22954842600,2-s2.0-84983590326,4,2
22954842600,2-s2.0-84984919878,4,2
22954842600,2-s2.0-84987617445,4,2
22954842600,2-s2.0-84987704874,4,2
22954842600,2-s2.0-84987837798,5,2
22954842600,2-s2.0-84987852363,3,2
22954842600,2-s2.0-84988565732,4,2
22954842600,2-s2.0-84988569194,2,2
22954842600,2-s2.0-84988640482,2,2
22954842600,2-s2.0-84988729274,5,2
22954842600,2-s2.0-84989311409,4,2
22954842600,2-s2.0-84989323048,3,2
22954842600,2-s2.0-84989824906,4,2
22954842600,2-s2.0-84989848661,5,2
22954842600,2-s2.0-84990888702,5,2
22954842600,2-s2.0-84990898367,3,2
22954842600,2-s2.0-84990931476,3,2
22954842600,2-s2.0-84990953955,4,2
22954842600,2-s2.0-84990990651,4,2
22954842600,2-s2.0-84991056282,2,2
22954842600,2-s2.0-84991094842,2,2
22954842600,2-s2.0-84991294631,6,2
22954842600,2-s2.0-84991511264,3,2
22954842600,2-s2.0-84992061440,4,2
22954842600,2-s2.0-84992378706,4,2
22954842600,2-s2.0-84992381851,2,2
22954842600,2-s2.0-84993945360,2,2
22954842600,2-s2.0-84994323899,6,2
22954842600,2-s2.0-84994484719,3,2
22954842600,2-s2.0-84995618110,3,2
22954842600,2-s2.0-84995739747,6,2
22954842600,2-s2.0-84995810068,5,2
22954842600,2-s2.0-84996671491,4,2
22954842600,2-s2.0-84997418702,2,2
22954842600,2-s2.0-84997610364,3,2
22954842600,2-s2.0-84998610951,1,2
22954842600,2-s2.0-84999029601,2,2
22954842600,2-s2.0-84999853107,5,2
22954842600,2-s2.0-85002834288,3,2
22954842600,2-s2.0-85003864828,7,2
22954842600,2-s2.0-85003890127,2,2
22954842600,2-s2.0-85003986531,2,2
22954842600,2-s2.0-85004009059,6,2
22954842600,2-s2.0-85004024994,5,2
22954842600,2-s2.0-85005950774,6,2
22954842600,2-s2.0-85006325041,5,2
22954842600,2-s2.0-85006746575,2,2
22954842600,2-s2.0-85007008244,2,2
22954842600,2-s2.0-85007164329,3,2
22954842600,2-s2.0-85007289955,3,2
22954842600,2-s2.0-85007344404,2,2
22954842600,2-s2.0-85007417939,4,2
22954842600,2-s2.0-85007432719,4,2
22954842600,2-s2.0-85007454290,4,2
22954842600,2-s2.0-85007476927,4,2
22954842600,2-s2.0-85007489692,5,2
22954842600,2-s2.0-85007505020,4,2
22954842600,2-s2.0-85008146363,2,2
22954842600,2-s2.0-85008234792,2,2
22954842600,2-s2.0-85008433268,3,2
22954842600,2-s2.0-85009074960,7,2
22954842600,2-s2.0-85009223485,4,2
22954842600,2-s2.0-85009783120,6,2
22954842600,2-s2.0-85009958946,3,2
22954842600,2-s2.0-85009982203,2,2
22954842600,2-s2.0-85010041690,5,2
22954842600,2-s2.0-85010311056,3,2
22954842600,2-s2.0-85010669787,2,2
22954842600,2-s2.0-85010679763,7,2
22954842600,2-s2.0-85010705254,3,2
22954842600,2-s2.0-0035364651,3,1
22954842600,2-s2.0-0035792842,2,1
22954842600,2-s2.0-0036770466,1,1
22954842600,2-s2.0-0036819874,1,1
22954842600,2-s2.0-0036903052,2,1
22954842600,2-s2.0-0037663763,1,1
22954842600,2-s2.0-0142248235,2,1
22954842600,2-s2.0-0242288791,3,1
22954842600,2-s2.0-13544274126,1,1
22954842600,2-s2.0-17244363346,4,1
22954842600,2-s2.0-17244366734,2,1
22954842600,2-s2.0-17444418293,1,1
22954842600,2-s2.0-20844463188,1,1
22954842600,2-s2.0-2342598341,1,1
22954842600,2-s2.0-26444453619,2,1
22954842600,2-s2.0-26944449296,3,1
22954842600,2-s2.0-32044434726,3,1
22954842600,2-s2.0-33645514604,3,1
22954842600,2-s2.0-33646232963,2,1
22954842600,2-s2.0-33746060140,1,1
22954842600,2-s2.0-33747040105,3,1
22954842600,2-s2.0-33749038893,3,1
22954842600,2-s2.0-33749510330,2,1
22954842600,2-s2.0-33749512011,2,1
22954842600,2-s2.0-33749521633,2,1
22954842600,2-s2.0-33750049650,2,1
22954842600,2-s2.0-33751337952,2,1
22954842600,2-s2.0-33845564316,2,1
22954842600,2-s2.0-33847407086,1,1
22954842600,2-s2.0-33947362460,1,1
22954842600,2-s2.0-34250827822,2,1
22954842600,2-s2.0-34547699509,3,1
22954842600,2-s2.0-34948838384,4,1
22954842600,2-s2.0-35748959054,3,1
22954842600,2-s2.0-37749044501,2,1
22954842600,2-s2.0-40849100055,2,1
22954842600,2-s2.0-41649107497,1,1
22954842600,2-s2.0-43649087939,1,1
22954842600,2-s2.0-55249098406,3,1
22954842600,2-s2.0-55349122956,2,1
22954842600,2-s2.0-57049160896,5,1
22954842600,2-s2.0-57949114534,1,1
22954842600,2-s2.0-58149089747,1,1
22954842600,2-s2.0-58149098755,1,1
22954842600,2-s2.0-58549105554,1,1
22954842600,2-s2.0-59149092774,2,1
22954842600,2-s2.0-60449101322,3,1
22954842600,2-s2.0-62449224874,3,1
22954842600,2-s2.0-62749084540,1,1
22954842600,2-s2.0-63049102248,4,1
22954842600,2-s2.0-65949111067,1,1
22954842600,2-s2.0-67349092521,1,1
22954842600,2-s2.0-67349160443,3,1
22954842600,2-s2.0-67349180186,3,1
22954842600,2-s2.0-68249146153,3,1
22954842600,2-s2.0-70349087352,3,1
22954842600,2-s2.0-70350450608,4,1
22954842600,2-s2.0-70350757401,2,1
22954842600,2-s2.0-70449381030,4,1
22954842600,2-s2.0-70749085174,5,1
22954842600,2-s2.0-71949096692,1,1
22954842600,2-s2.0-7244234113,3,1
22954842600,2-s2.0-72849132365,3,1
22954842600,2-s2.0-74049151989,2,1
22954842600,2-s2.0-75349083252,3,1
22954842600,2-s2.0-76249109644,6,1
22954842600,2-s2.0-76349110285,4,1
22954842600,2-s2.0-76849105192,2,1
22954842600,2-s2.0-77949510823,2,1
22954842600,2-s2.0-77951138534,6,1
22954842600,2-s2.0-77953198061,5,1
22954842600,2-s2.0-77953222025,7,1
22954842600,2-s2.0-77953724549,4,1
22954842600,2-s2.0-77953884958,4,1
22954842600,2-s2.0-77954576239,1,1
22954842600,2-s2.0-77954602623,4,1
22954842600,2-s2.0-77955355087,3,1
22954842600,2-s2.0-77956385648,3,1
22954842600,2-s2.0-77956385990,5,1
22954842600,2-s2.0-77957819595,2,1
22954842600,2-s2.0-77957866243,4,1
22954842600,2-s2.0-77957900231,4,1
22954842600,2-s2.0-77958089156,6,1
22954842600,2-s2.0-77958113701,3,1
22954842600,2-s2.0-78149370991,2,1
22954842600,2-s2.0-78249245726,4,1
22954842600,2-s2.0-78249290526,5,1
22954842600,2-s2.0-78349247934,3,1
22954842600,2-s2.0-78549265790,2,1
22954842600,2-s2.0-78549270101,4,1
22954842600,2-s2.0-78650259897,1,1
22954842600,2-s2.0-78650564957,2,1
22954842600,2-s2.0-78650662304,4,1
22954842600,2-s2.0-78651239124,1,1
22954842600,2-s2.0-78751534514,3,1
22954842600,2-s2.0-78751644528,5,1
22954842600,2-s2.0-78951479282,4,1
22954842600,2-s2.0-79551621708,2,1
22954842600,2-s2.0-79951653165,4,1
22954842600,2-s2.0-79951872847,5,1
22954842600,2-s2.0-79951901852,5,1
22954842600,2-s2.0-79951985462,6,1
22954842600,2-s2.0-79952169021,4,1
22954842600,2-s2.0-79952175481,4,1
22954842600,2-s2.0-79952312164,2,1
22954842600,2-s2.0-79952443544,3,1
22954842600,2-s2.0-79952455730,6,1
22954842600,2-s2.0-79952854696,6,1
22954842600,2-s2.0-79953222222,6,1
22954842600,2-s2.0-79953681978,3,1
22954842600,2-s2.0-79953686535,4,1
22954842600,2-s2.0-79955040241,4,1
22954842600,2-s2.0-79955465917,3,1
22954842600,2-s2.0-79955503480,2,1
22954842600,2-s2.0-79955959840,4,1
22954842600,2-s2.0-79956150142,3,1
22954842600,2-s2.0-79956203929,4,1
22954842600,2-s2.0-79957468742,5,1
22954842600,2-s2.0-79957583041,2,1
22954842600,2-s2.0-79957618174,4,1
22954842600,2-s2.0-79957983846,2,1
22954842600,2-s2.0-79958711413,6,1
22954842600,2-s2.0-79960028122,1,1
22954842600,2-s2.0-79960058237,5,1
22954842600,2-s2.0-79960382507,3,1
22954842600,2-s2.0-79960469223,2,1
22954842600,2-s2.0-79960897604,4,1
22954842600,2-s2.0-79961084404,2,1
22954842600,2-s2.0-79961224798,1,1
22954842600,2-s2.0-80051507362,3,1
22954842600,2-s2.0-80051561268,3,1
22954842600,2-s2.0-80051777003,5,1
22954842600,2-s2.0-80051966415,2,1
22954842600,2-s2.0-80052008208,4,1
22954842600,2-s2.0-80052139004,3,1
22954842600,2-s2.0-80052165426,5,1
22954842600,2-s2.0-80053082170,3,1
22954842600,2-s2.0-80053085438,8,1
22954842600,2-s2.0-80053140382,3,1
22954842600,2-s2.0-80053647329,4,1
22954842600,2-s2.0-80054062591,2,1
22954842600,2-s2.0-80054768355,3,1
22954842600,2-s2.0-80155182139,2,1
22954842600,2-s2.0-82155192296,5,1
22954842600,2-s2.0-82455174734,2,1
22954842600,2-s2.0-82955165846,6,1
22954842600,2-s2.0-82955178225,3,1
22954842600,2-s2.0-83455219294,4,1
22954842600,2-s2.0-83755163640,3,1
22954842600,2-s2.0-83755173100,8,1
22954842600,2-s2.0-84055213073,2,1
22954842600,2-s2.0-84255194425,4,1
22954842600,2-s2.0-84555177797,4,1
22954842600,2-s2.0-84855942609,2,1
22954842600,2-s2.0-84856154549,3,1
22954842600,2-s2.0-84856201422,1,1
22954842600,2-s2.0-84856983613,1,1
22954842600,2-s2.0-84858148961,3,1
22954842600,2-s2.0-84859002142,5,1
22954842600,2-s2.0-84859514404,5,1
22954842600,2-s2.0-84860005322,3,1
22954842600,2-s2.0-84860143074,5,1
22954842600,2-s2.0-84860213891,2,1
22954842600,2-s2.0-84860777623,4,1
22954842600,2-s2.0-84860861879,3,1
22954842600,2-s2.0-84861919350,4,1
22954842600,2-s2.0-84861927919,3,1
22954842600,2-s2.0-84862171721,3,1
22954842600,2-s2.0-84862172607,2,1
22954842600,2-s2.0-84862175243,5,1
22954842600,2-s2.0-84862177860,3,1
22954842600,2-s2.0-84862616780,2,1
22954842600,2-s2.0-84862643527,4,1
22954842600,2-s2.0-84862657699,4,1
22954842600,2-s2.0-84862898064,3,1
22954842600,2-s2.0-84863012413,2,1
22954842600,2-s2.0-84863069354,3,1
22954842600,2-s2.0-84863081728,4,1
22954842600,2-s2.0-84863151361,4,1
22954842600,2-s2.0-84863175295,2,1
22954842600,2-s2.0-84863183213,4,1
22954842600,2-s2.0-84863189525,4,1
22954842600,2-s2.0-84863236454,3,1
22954842600,2-s2.0-84863350327,4,1
22954842600,2-s2.0-84863813183,4,1
22954842600,2-s2.0-84864116462,3,1
22954842600,2-s2.0-84864140516,2,1
22954842600,2-s2.0-84864610604,2,1
22954842600,2-s2.0-84864694559,4,1
22954842600,2-s2.0-84864773436,4,1
22954842600,2-s2.0-84864867891,5,1
22954842600,2-s2.0-84864925282,3,1
22954842600,2-s2.0-84864980964,3,1
22954842600,2-s2.0-84864987273,6,1
22954842600,2-s2.0-84864992394,4,1
22954842600,2-s2.0-84865047754,4,1
22954842600,2-s2.0-84865201030,4,1
22954842600,2-s2.0-84865312656,2,1
22954842600,2-s2.0-84865402348,5,1
22954842600,2-s2.0-84865450948,4,1
22954842600,2-s2.0-84865591227,6,1
22954842600,2-s2.0-84865626632,6,1
22954842600,2-s2.0-84865707465,5,1
22954842600,2-s2.0-84865730011,5,1
22954842600,2-s2.0-84866025416,5,1
22954842600,2-s2.0-84866347538,9,1
22954842600,2-s2.0-84866736951,3,1
22954842600,2-s2.0-84866874087,4,1
22954842600,2-s2.0-84866937604,8,1
22954842600,2-s2.0-84867018134,5,1
22954842600,2-s2.0-84867081059,3,1
22954842600,2-s2.0-84867366601,3,1
22954842600,2-s2.0-84867592117,5,1
22954842600,2-s2.0-84867601023,2,1
22954842600,2-s2.0-84867868014,6,1
22954842600,2-s2.0-84868494069,4,1
22954842600,2-s2.0-84868502438,4,1
22954842600,2-s2.0-84869158555,3,1
22954842600,2-s2.0-84869162644,2,1
22954842600,2-s2.0-84869228268,1,1
22954842600,2-s2.0-84869403367,2,1
22954842600,2-s2.0-84869594168,5,1
22954842600,2-s2.0-84870061890,4,1
22954842600,2-s2.0-84870066091,2,1
22954842600,2-s2.0-84870582379,2,1
22954842600,2-s2.0-84870681985,1,1
22954842600,2-s2.0-84870707635,5,1
22954842600,2-s2.0-84870712001,3,1
22954842600,2-s2.0-84870978300,3,1
22954842600,2-s2.0-84871112175,2,1
22954842600,2-s2.0-84871220963,4,1
22954842600,2-s2.0-84871668964,3,1
22954842600,2-s2.0-84871774093,4,1
22954842600,2-s2.0-84871945796,6,1
22954842600,2-s2.0-84871954258,1,1
22954842600,2-s2.0-84871971031,2,1
22954842600,2-s2.0-84871978292,4,1
22954842600,2-s2.0-84871981947,5,1
22954842600,2-s2.0-84872003002,3,1
22954842600,2-s2.0-84872040105,2,1
22954842600,2-s2.0-84872066333,4,1
22954842600,2-s2.0-84872126962,6,1
22954842600,2-s2.0-84872134993,4,1
22954842600,2-s2.0-84872154782,2,1
22954842600,2-s2.0-84872280835,3,1
22954842600,2-s2.0-84872295067,4,1
22954842600,2-s2.0-84872350062,3,1
22954842600,2-s2.0-84872849109,4,1
22954842600,2-s2.0-84872862135,2,1
22954842600,2-s2.0-84872931365,3,1
22954842600,2-s2.0-84872947514,5,1
22954842600,2-s2.0-84872949080,4,1
22954842600,2-s2.0-84873321491,2,1
22954842600,2-s2.0-84873388630,3,1
22954842600,2-s2.0-84873416499,6,1
22954842600,2-s2.0-84873467092,4,1
22954842600,2-s2.0-84873719404,2,1
22954842600,2-s2.0-84873820538,3,1
22954842600,2-s2.0-84874026722,4,1
22954842600,2-s2.0-84874096395,3,1
22954842600,2-s2.0-84874145719,4,1
22954842600,2-s2.0-84874535068,5,1
22954842600,2-s2.0-84874644104,3,1
22954842600,2-s2.0-84874664944,2,1
22954842600,2-s2.0-84874713416,2,1
22954842600,2-s2.0-84874991683,3,1
22954842600,2-s2.0-84875623445,2,1
22954842600,2-s2.0-84875649094,4,1
22954842600,2-s2.0-84875652936,5,1
22954842600,2-s2.0-84875683029,6,1
22954842600,2-s2.0-84875723997,10,1
22954842600,2-s2.0-84875915147,2,1
22954842600,2-s2.0-84875972992,2,1
22954842600,2-s2.0-84876017734,6,1
22954842600,2-s2.0-84876109233,3,1
22954842600,2-s2.0-84876129931,3,1
22954842600,2-s2.0-84876577335,5,1
22954842600,2-s2.0-84876745703,4,1
22954842600,2-s2.0-84876761018,4,1
22954842600,2-s2.0-84877625844,4,1
22954842600,2-s2.0-84877660178,4,1
22954842600,2-s2.0-84877660458,3,1
22954842600,2-s2.0-84877676156,3,1
22954842600,2-s2.0-84877681235,5,1
22954842600,2-s2.0-84877765757,3,1
22954842600,2-s2.0-84877852023,2,1
22954842600,2-s2.0-84877905150,4,1
22954842600,2-s2.0-84877914243,5,1
22954842600,2-s2.0-84877969548,4,1
22954842600,2-s2.0-84878089430,3,1
22954842600,2-s2.0-84878106329,4,1
22954842600,2-s2.0-84878278159,2,1
22954842600,2-s2.0-84878283267,4,1
22954842600,2-s2.0-84878477618,2,1
22954842600,2-s2.0-84878568598,2,1
22954842600,2-s2.0-84878790250,4,1
22954842600,2-s2.0-84879023436,9,1
22954842600,2-s2.0-84879037222,4,1
22954842600,2-s2.0-84879089412,6,1
22954842600,2-s2.0-84879092757,4,1
22954842600,2-s2.0-84879105959,5,1
22954842600,2-s2.0-84879135591,3,1
22954842600,2-s2.0-84879572667,2,1
22954842600,2-s2.0-84880149990,4,1
22954842600,2-s2.0-84880326627,12,1
22954842600,2-s2.0-84880656249,4,1
22954842600,2-s2.0-84880766826,5,1
22954842600,2-s2.0-84880775215,5,1
22954842600,2-s2.0-84880797938,4,1
22954842600,2-s2.0-84880892224,2,1
22954842600,2-s2.0-84880897261,4,1
22954842600,2-s2.0-84880949617,3,1
22954842600,2-s2.0-84881161741,3,1
22954842600,2-s2.0-84881164103,4,1
22954842600,2-s2.0-84881171583,5,1
22954842600,2-s2.0-84881228649,2,1
22954842600,2-s2.0-84881299966,5,1
22954842600,2-s2.0-84881301285,4,1
22954842600,2-s2.0-84881376395,7,1
22954842600,2-s2.0-84881391694,7,1
22954842600,2-s2.0-84881473270,4,1
22954842600,2-s2.0-84881480943,3,1
22954842600,2-s2.0-84881509077,3,1
22954842600,2-s2.0-84881562878,3,1
22954842600,2-s2.0-84881584544,6,1
22954842600,2-s2.0-84881606318,4,1
22954842600,2-s2.0-84881622603,5,1
22954842600,2-s2.0-84882951832,5,1
22954842600,2-s2.0-84883092165,10,1
22954842600,2-s2.0-84883118050,2,1
22954842600,2-s2.0-84883262704,3,1
22954842600,2-s2.0-84883297441,5,1
22954842600,2-s2.0-84883420587,2,1
22954842600,2-s2.0-84883431615,1,1
22954842600,2-s2.0-84883440246,3,1
22954842600,2-s2.0-84883449915,3,1
22954842600,2-s2.0-84883710273,2,1
22954842600,2-s2.0-84883713435,2,1
22954842600,2-s2.0-84883716519,6,1
22954842600,2-s2.0-84883781718,4,1
22954842600,2-s2.0-84883860319,3,1
22954842600,2-s2.0-84884208747,4,1
22954842600,2-s2.0-84884401641,3,1
22954842600,2-s2.0-84884508231,4,1
22954842600,2-s2.0-84884543934,2,1
22954842600,2-s2.0-84884570672,3,1
22954842600,2-s2.0-84884591770,2,1
22954842600,2-s2.0-84884689328,5,1
22954842600,2-s2.0-84884725370,3,1
22954842600,2-s2.0-84884910674,5,1
22954842600,2-s2.0-84885001850,2,1
22954842600,2-s2.0-84885049486,4,1
22954842600,2-s2.0-84885050185,2,1
22954842600,2-s2.0-84885204371,5,1
22954842600,2-s2.0-84885436409,2,1
22954842600,2-s2.0-84885650961,2,1
22954842600,2-s2.0-84885673585,4,1
22954842600,2-s2.0-84885777213,6,1
22954842600,2-s2.0-84885861188,3,1
22954842600,2-s2.0-84885905727,1,1
22954842600,2-s2.0-84885959091,3,1
22954842600,2-s2.0-84886005123,2,1
22954842600,2-s2.0-84886414654,3,1
22954842600,2-s2.0-84886589878,6,1
22954842600,2-s2.0-84886592514,3,1
22954842600,2-s2.0-84886596592,2,1
22954842600,2-s2.0-84886604521,4,1
22954842600,2-s2.0-84886607066,8,1
22954842600,2-s2.0-84886609684,7,1
22954842600,2-s2.0-84886614437,5,1
22954842600,2-s2.0-84886615634,8,1
22954842600,2-s2.0-84886621931,6,1
22954842600,2-s2.0-84886689417,4,1
22954842600,2-s2.0-84886694749,6,1
22954842600,2-s2.0-84886703581,4,1
22954842600,2-s2.0-84886710414,4,1
22954842600,2-s2.0-84887117287,3,1
22954842600,2-s2.0-84887275364,3,1
22954842600,2-s2.0-84887417144,2,1
22954842600,2-s2.0-84887448008,1,1
22954842600,2-s2.0-84887510044,4,1
22954842600,2-s2.0-84887786145,2,1
22954842600,2-s2.0-84887870128,4,1
22954842600,2-s2.0-84887946283,2,1
22954842600,2-s2.0-84888040083,2,1
22954842600,2-s2.0-84888085569,2,1
22954842600,2-s2.0-84888348764,2,1
22954842600,2-s2.0-84888349263,6,1
22954842600,2-s2.0-84888591783,1,1
22954842600,2-s2.0-84888863088,5,1
22954842600,2-s2.0-84889025814,3,1
22954842600,2-s2.0-84889087663,7,1
22954842600,2-s2.0-84889094568,7,1
22954842600,2-s2.0-84889356982,2,1
22954842600,2-s2.0-84889391419,1,1
22954842600,2-s2.0-84889427820,1,1
22954842600,2-s2.0-84889589585,4,1
22954842600,2-s2.0-84889666613,4,1
22954842600,2-s2.0-84889884659,2,1
22954842600,2-s2.0-84890029852,5,1
22954842600,2-s2.0-84890049432,2,1
22954842600,2-s2.0-84890056339,4,1
22954842600,2-s2.0-84890107078,2,1
22954842600,2-s2.0-84890118780,3,1
22954842600,2-s2.0-84890120910,2,1
22954842600,2-s2.0-84890320767,4,1
22954842600,2-s2.0-84890377077,3,1
22954842600,2-s2.0-84890429821,3,1
22954842600,2-s2.0-84890499180,3,1
22954842600,2-s2.0-84890514014,3,1
22954842600,2-s2.0-84890529773,3,1
22954842600,2-s2.0-84890809791,5,1
22954842600,2-s2.0-84890871850,6,1
22954842600,2-s2.0-84891310836,5,1
22954842600,2-s2.0-84891348986,3,1
22954842600,2-s2.0-84891359178,4,1
22954842600,2-s2.0-84891365681,4,1
22954842600,2-s2.0-84891365719,6,1
22954842600,2-s2.0-84891401517,1,1
22954842600,2-s2.0-84891522838,3,1
22954842600,2-s2.0-84891554913,5,1
22954842600,2-s2.0-84891586816,1,1
22954842600,2-s2.0-84891608827,3,1
22954842600,2-s2.0-84891634245,4,1
22954842600,2-s2.0-84891634562,4,1
22954842600,2-s2.0-84891693785,3,1
22954842600,2-s2.0-84891771378,3,1
22954842600,2-s2.0-84891773650,3,1
22954842600,2-s2.0-84892213704,4,1
22954842600,2-s2.0-84892578207,2,1
22954842600,2-s2.0-84892612213,6,1
22954842600,2-s2.0-84892631336,5,1
22954842600,2-s2.0-84892829080,2,1
22954842600,2-s2.0-84892881359,4,1
22954842600,2-s2.0-84892907745,2,1
22954842600,2-s2.0-84893006850,4,1
22954842600,2-s2.0-84893220802,3,1
22954842600,2-s2.0-84893254695,3,1
22954842600,2-s2.0-84893280303,3,1
22954842600,2-s2.0-84893291306,2,1
22954842600,2-s2.0-84893296885,4,1
22954842600,2-s2.0-84893299558,4,1
22954842600,2-s2.0-84893325108,2,1
22954842600,2-s2.0-84893339820,5,1
22954842600,2-s2.0-84893343821,2,1
22954842600,2-s2.0-84893430544,4,1
22954842600,2-s2.0-84893440018,2,1
22954842600,2-s2.0-84893446707,4,1
22954842600,2-s2.0-84893448993,4,1
22954842600,2-s2.0-84893482176,3,1
22954842600,2-s2.0-84893549751,2,1
22954842600,2-s2.0-84893584667,4,1
22954842600,2-s2.0-84893601162,9,1
22954842600,2-s2.0-84893736042,4,1
22954842600,2-s2.0-84893788983,6,1
22954842600,2-s2.0-84893819557,5,1
22954842600,2-s2.0-84893851404,3,1
22954842600,2-s2.0-84894063411,3,1
22954842600,2-s2.0-84894083664,4,1
22954842600,2-s2.0-84894147754,4,1
22954842600,2-s2.0-84894412900,4,1
22954842600,2-s2.0-84894466965,5,1
22954842600,2-s2.0-84894472196,5,1
22954842600,2-s2.0-84894500755,2,1
22954842600,2-s2.0-84894522782,4,1
22954842600,2-s2.0-84894530103,3,1
22954842600,2-s2.0-84894584290,2,1
22954842600,2-s2.0-84894640168,4,1
22954842600,2-s2.0-84894653574,3,1
22954842600,2-s2.0-84894675565,5,1
22954842600,2-s2.0-84894825088,5,1
22954842600,2-s2.0-84895059006,4,1
22954842600,2-s2.0-84895060887,6,1
22954842600,2-s2.0-84895064689,6,1
22954842600,2-s2.0-84896040171,3,1
22954842600,2-s2.0-84896074207,6,1
22954842600,2-s2.0-84896114679,4,1
22954842600,2-s2.0-84896470777,4,1
22954842600,2-s2.0-84896482399,5,1
22954842600,2-s2.0-84896506956,4,1
22954842600,2-s2.0-84896605613,3,1
22954842600,2-s2.0-84896805698,3,1
22954842600,2-s2.0-84896836608,4,1
22954842600,2-s2.0-84896868066,3,1
22954842600,2-s2.0-84896878499,5,1
22954842600,2-s2.0-84896887954,4,1
22954842600,2-s2.0-84896897849,2,1
22954842600,2-s2.0-84896910138,3,1
22954842600,2-s2.0-84896912180,4,1
22954842600,2-s2.0-84896922748,1,1
22954842600,2-s2.0-84896974740,3,1
22954842600,2-s2.0-84897382815,4,1
22954842600,2-s2.0-84897401668,4,1
22954842600,2-s2.0-84897431960,3,1
22954842600,2-s2.0-84897469082,4,1
22954842600,2-s2.0-84897479530,4,1
22954842600,2-s2.0-84897500522,5,1
22954842600,2-s2.0-84897523393,8,1
22954842600,2-s2.0-84897540008,6,1
22954842600,2-s2.0-84897601514,3,1
22954842600,2-s2.0-84897621005,2,1
22954842600,2-s2.0-84897622902,3,1
22954842600,2-s2.0-84897632529,4,1
22954842600,2-s2.0-84897678873,5,1
22954842600,2-s2.0-84897694851,4,1
22954842600,2-s2.0-84897706677,5,1
22954842600,2-s2.0-84897713976,5,1
22954842600,2-s2.0-84897802624,3,1
22954842600,2-s2.0-84897912432,4,1
22954842600,2-s2.0-84897916235,6,1
22954842600,2-s2.0-84898458697,3,1
22954842600,2-s2.0-84898804862,4,1
22954842600,2-s2.0-84898818437,4,1
22954842600,2-s2.0-84898821023,4,1
22954842600,2-s2.0-84898971908,5,1
22954842600,2-s2.0-84899080822,4,1
22954842600,2-s2.0-84899427177,2,1
22954842600,2-s2.0-84899439016,4,1
22954842600,2-s2.0-84899447414,6,1
22954842600,2-s2.0-84899536437,2,1
22954842600,2-s2.0-84899558785,3,1
22954842600,2-s2.0-84899628656,3,1
22954842600,2-s2.0-84899629793,14,1
22954842600,2-s2.0-84899650005,4,1
22954842600,2-s2.0-84899671332,5,1
22954842600,2-s2.0-84899911791,4,1
22954842600,2-s2.0-84899916111,3,1
22954842600,2-s2.0-84900385965,2,1
22954842600,2-s2.0-84900419801,3,1
22954842600,2-s2.0-84900533221,6,1
22954842600,2-s2.0-84900533547,4,1
22954842600,2-s2.0-84900614341,3,1
22954842600,2-s2.0-84900616910,2,1
22954842600,2-s2.0-84900647181,2,1
22954842600,2-s2.0-84900794088,4,1
22954842600,2-s2.0-84900818518,7,1
22954842600,2-s2.0-84900852549,3,1
22954842600,2-s2.0-84901267630,4,1
22954842600,2-s2.0-84901278575,2,1
22954842600,2-s2.0-84901409491,1,1
22954842600,2-s2.0-84901454848,3,1
22954842600,2-s2.0-84901468339,3,1
22954842600,2-s2.0-84901632168,3,1
22954842600,2-s2.0-84901660880,4,1
22954842600,2-s2.0-84901734176,12,1
22954842600,2-s2.0-84901770047,5,1
22954842600,2-s2.0-84901784128,3,1
22954842600,2-s2.0-84901791061,6,1
22954842600,2-s2.0-84901852987,3,1
22954842600,2-s2.0-84901932300,3,1
22954842600,2-s2.0-84902000127,5,1
22954842600,2-s2.0-84902089951,3,1
22954842600,2-s2.0-84902157804,4,1
22954842600,2-s2.0-84902161612,3,1
22954842600,2-s2.0-84902166872,5,1
22954842600,2-s2.0-84902239226,1,1
22954842600,2-s2.0-84902248133,2,1
22954842600,2-s2.0-84902259514,2,1
22954842600,2-s2.0-84902263828,5,1
22954842600,2-s2.0-84902363646,6,1
22954842600,2-s2.0-84902380493,2,1
22954842600,2-s2.0-84902706079,3,1
22954842600,2-s2.0-84902822400,5,1
22954842600,2-s2.0-84902949347,5,1
22954842600,2-s2.0-84902968063,3,1
22954842600,2-s2.0-84903481242,3,1
22954842600,2-s2.0-84903625018,4,1
22954842600,2-s2.0-84903647960,4,1
22954842600,2-s2.0-84903648085,4,1
22954842600,2-s2.0-84903696454,1,1
22954842600,2-s2.0-84903819093,6,1
22954842600,2-s2.0-84903820561,4,1
22954842600,2-s2.0-84903840780,2,1
22954842600,2-s2.0-84903847451,2,1
22954842600,2-s2.0-84903850726,3,1
